Date,Product,Location,Quantity,Revenue
2023-02-04,Espresso,Uptown,3,9.0
2023-02-04,Cappuccino,Downtown,2,8.0
2023-02-04,Cappuccino,Suburb,1,4.0
2023-02-04,Cappuccino,Downtown,2,8.0
2023-02-04,Mocha,Uptown,3,15.0
2023-02-04,Mocha,Downtown,5,25.0
2023-02-04,Espresso,Downtown,4,12.0
2023-02-04,Espresso,Uptown,3,9.0
2023-02-04,Latte,Downtown,2,9.0
2023-02-04,Espresso,Suburb,5,15.0
2023-02-04,Latte,Downtown,3,13.5
2023-02-04,Cappuccino,Downtown,2,8.0
2023-02-04,Espresso,Uptown,5,15.0
2023-02-04,Latte,Suburb,3,13.5
2023-02-04,Espresso,Downtown,1,3.0
2023-02-05,Mocha,Uptown,5,25.0
2023-02-05,Americano,Downtown,1,3.5
2023-02-05,Mocha,Downtown,2,10.0
2023-02-05,Latte,Downtown,1,4.5
2023-02-05,Cappuccino,Downtown,2,8.0
2023-02-05,Mocha,Uptown,1,5.0
2023-02-05,Americano,Suburb,3,10.5
2023-02-05,Latte,Downtown,1,4.5
2023-02-05,Cappuccino,Suburb,4,16.0
2023-02-05,Cappuccino,Downtown,3,12.0
2023-02-05,Latte,Downtown,4,18.0
2023-02-05,Latte,Downtown,5,22.5
2023-02-05,Mocha,Suburb,4,20.0
2023-02-05,Mocha,Downtown,4,20.0
2023-02-05,Mocha,Downtown,3,15.0
2023-02-05,Cappuccino,Downtown,3,12.0
2023-02-05,Espresso,Uptown,2,6.0
2023-02-05,Latte,Suburb,5,22.5
2023-02-05,Americano,Downtown,3,10.5
2023-02-05,Mocha,Uptown,5,25.0
2023-02-05,Mocha,Downtown,1,5.0
2023-02-05,Espresso,Uptown,2,6.0
2023-02-05,Mocha,Downtown,5,25.0
2023-02-05,Cappuccino,Suburb,5,20.0
2023-02-05,Latte,Uptown,3,13.5
2023-02-05,Mocha,Suburb,4,20.0
2023-02-05,Espresso,Suburb,5,15.0
2023-02-05,Espresso,Uptown,3,9.0
2023-02-05,Cappuccino,Downtown,3,12.0
2023-02-05,Americano,Downtown,1,3.5
2023-02-05,Espresso,Downtown,4,12.0
2023-02-05,Americano,Uptown,5,17.5
2023-02-05,Cappuccino,Downtown,1,4.0
2023-02-05,Cappuccino,Suburb,2,8.0
2023-02-05,Espresso,Suburb,1,3.0
2023-02-05,Cappuccino,Suburb,4,16.0
2023-02-05,Espresso,Downtown,2,6.0
2023-02-05,Cappuccino,Suburb,3,12.0
2023-02-05,Espresso,Suburb,1,3.0
2023-02-05,Espresso,Suburb,5,15.0
2023-02-05,Cappuccino,Suburb,2,8.0
2023-02-05,Mocha,Suburb,3,15.0
2023-02-05,Cappuccino,Uptown,1,4.0
2023-02-05,Latte,Downtown,2,9.0
2023-02-05,Americano,Downtown,1,3.5
2023-02-05,Americano,Uptown,1,3.5
2023-02-05,Espresso,Suburb,2,6.0
2023-02-05,Cappuccino,Uptown,2,8.0
2023-02-05,Espresso,Downtown,1,3.0
2023-02-05,Cappuccino,Suburb,2,8.0
2023-02-06,Latte,Suburb,3,13.5
2023-02-06,Latte,Uptown,4,18.0
2023-02-06,Americano,Downtown,3,10.5
2023-02-06,Espresso,Uptown,2,6.0
2023-02-06,Cappuccino,Suburb,4,16.0
2023-02-06,Mocha,Suburb,3,15.0
2023-02-06,Cappuccino,Suburb,5,20.0
2023-02-06,Americano,Uptown,2,7.0
2023-02-06,Americano,Downtown,4,14.0
2023-02-06,Espresso,Suburb,3,9.0
2023-02-06,Cappuccino,Downtown,1,4.0
2023-02-06,Americano,Uptown,5,17.5
2023-02-06,Latte,Downtown,5,22.5
2023-02-06,Espresso,Suburb,2,6.0
2023-02-06,Americano,Downtown,4,14.0
2023-02-06,Cappuccino,Uptown,1,4.0
2023-02-06,Cappuccino,Uptown,3,12.0
2023-02-06,Cappuccino,Suburb,1,4.0
2023-02-06,Espresso,Uptown,1,3.0
2023-02-06,Espresso,Downtown,2,6.0
2023-02-06,Latte,Uptown,3,13.5
2023-02-06,Latte,Suburb,1,4.5
2023-02-06,Latte,Uptown,4,18.0
2023-02-06,Mocha,Downtown,4,20.0
2023-02-06,Mocha,Uptown,3,15.0
2023-02-06,Americano,Uptown,1,3.5
2023-02-06,Mocha,Suburb,2,10.0
2023-02-06,Cappuccino,Uptown,1,4.0
2023-02-06,Latte,Uptown,1,4.5
2023-02-06,Espresso,Uptown,1,3.0
2023-02-06,Latte,Uptown,2,9.0
2023-02-06,Mocha,Downtown,1,5.0
2023-02-06,Americano,Downtown,3,10.5
2023-02-06,Americano,Suburb,4,14.0
2023-02-06,Latte,Uptown,2,9.0
2023-02-06,Americano,Uptown,2,7.0
2023-02-06,Latte,Downtown,3,13.5
2023-02-06,Cappuccino,Downtown,4,16.0
2023-02-06,Americano,Suburb,5,17.5
2023-02-06,Espresso,Suburb,3,9.0
2023-02-06,Espresso,Downtown,1,3.0
2023-02-06,Latte,Uptown,5,22.5
2023-02-06,Americano,Uptown,2,7.0
2023-02-06,Latte,Uptown,1,4.5
2023-02-07,Latte,Uptown,5,22.5
2023-02-07,Mocha,Downtown,1,5.0
2023-02-07,Latte,Downtown,2,9.0
2023-02-07,Espresso,Downtown,4,12.0
2023-02-07,Latte,Uptown,4,18.0
2023-02-07,Mocha,Uptown,3,15.0
2023-02-07,Latte,Suburb,5,22.5
2023-02-07,Mocha,Downtown,3,15.0
2023-02-07,Mocha,Uptown,2,10.0
2023-02-07,Mocha,Downtown,3,15.0
2023-02-07,Mocha,Uptown,3,15.0
2023-02-07,Cappuccino,Uptown,5,20.0
2023-02-07,Latte,Downtown,1,4.5
2023-02-07,Latte,Suburb,3,13.5
2023-02-07,Americano,Uptown,5,17.5
2023-02-07,Cappuccino,Suburb,1,4.0
2023-02-07,Mocha,Suburb,4,20.0
2023-02-07,Americano,Suburb,4,14.0
2023-02-07,Americano,Downtown,4,14.0
2023-02-07,Espresso,Downtown,4,12.0
2023-02-07,Latte,Suburb,5,22.5
2023-02-07,Americano,Suburb,5,17.5
2023-02-07,Cappuccino,Downtown,4,16.0
2023-02-07,Cappuccino,Downtown,2,8.0
2023-02-07,Cappuccino,Downtown,1,4.0
2023-02-07,Mocha,Downtown,4,20.0
2023-02-07,Cappuccino,Suburb,2,8.0
2023-02-07,Americano,Uptown,3,10.5
2023-02-07,Latte,Downtown,4,18.0
2023-02-07,Americano,Uptown,5,17.5
2023-02-07,Espresso,Uptown,5,15.0
2023-02-07,Mocha,Downtown,5,25.0
2023-02-07,Americano,Suburb,4,14.0
2023-02-08,Mocha,Downtown,2,10.0
2023-02-08,Americano,Suburb,5,17.5
2023-02-08,Latte,Downtown,5,22.5
2023-02-08,Latte,Uptown,5,22.5
2023-02-08,Espresso,Uptown,3,9.0
2023-02-08,Mocha,Suburb,4,20.0
2023-02-08,Americano,Suburb,4,14.0
2023-02-08,Latte,Downtown,3,13.5
2023-02-08,Mocha,Downtown,5,25.0
2023-02-08,Americano,Suburb,4,14.0
2023-02-08,Latte,Uptown,3,13.5
2023-02-08,Cappuccino,Downtown,4,16.0
2023-02-08,Espresso,Uptown,1,3.0
2023-02-08,Espresso,Uptown,3,9.0
2023-02-08,Espresso,Uptown,1,3.0
2023-02-08,Cappuccino,Downtown,3,12.0
2023-02-08,Mocha,Uptown,3,15.0
2023-02-08,Mocha,Suburb,1,5.0
2023-02-08,Cappuccino,Uptown,2,8.0
2023-02-08,Mocha,Suburb,4,20.0
2023-02-08,Americano,Uptown,1,3.5
2023-02-08,Americano,Downtown,1,3.5
2023-02-08,Espresso,Suburb,5,15.0
2023-02-09,Cappuccino,Suburb,5,20.0
2023-02-09,Latte,Downtown,2,9.0
2023-02-09,Cappuccino,Downtown,2,8.0
2023-02-09,Latte,Uptown,1,4.5
2023-02-09,Espresso,Suburb,2,6.0
2023-02-09,Espresso,Uptown,4,12.0
2023-02-09,Americano,Uptown,1,3.5
2023-02-09,Latte,Downtown,3,13.5
2023-02-09,Mocha,Suburb,4,20.0
2023-02-09,Cappuccino,Uptown,5,20.0
2023-02-09,Americano,Uptown,3,10.5
2023-02-09,Cappuccino,Uptown,1,4.0
2023-02-09,Espresso,Downtown,4,12.0
2023-02-09,Latte,Downtown,5,22.5
2023-02-09,Cappuccino,Downtown,2,8.0
2023-02-09,Cappuccino,Uptown,4,16.0
2023-02-09,Americano,Downtown,1,3.5
2023-02-09,Mocha,Downtown,2,10.0
2023-02-09,Americano,Downtown,2,7.0
2023-02-09,Espresso,Suburb,3,9.0
2023-02-09,Espresso,Uptown,4,12.0
2023-02-09,Espresso,Uptown,3,9.0
2023-02-09,Cappuccino,Uptown,3,12.0
2023-02-09,Americano,Suburb,4,14.0
2023-02-09,Americano,Downtown,1,3.5
2023-02-09,Americano,Suburb,3,10.5
2023-02-09,Americano,Suburb,5,17.5
2023-02-09,Americano,Uptown,3,10.5
2023-02-09,Latte,Uptown,1,4.5
2023-02-09,Espresso,Uptown,3,9.0
2023-02-09,Espresso,Uptown,3,9.0
2023-02-09,Cappuccino,Downtown,5,20.0
2023-02-10,Cappuccino,Downtown,5,20.0
2023-02-10,Mocha,Suburb,3,15.0
2023-02-10,Cappuccino,Suburb,1,4.0
2023-02-10,Mocha,Uptown,3,15.0
2023-02-10,Mocha,Uptown,4,20.0
2023-02-10,Latte,Suburb,5,22.5
2023-02-10,Cappuccino,Uptown,2,8.0
2023-02-10,Americano,Suburb,4,14.0
2023-02-10,Espresso,Suburb,3,9.0
2023-02-10,Cappuccino,Suburb,5,20.0
2023-02-10,Cappuccino,Uptown,1,4.0
2023-02-10,Mocha,Downtown,3,15.0
2023-02-10,Americano,Downtown,3,10.5
2023-02-10,Latte,Downtown,3,13.5
2023-02-10,Cappuccino,Suburb,3,12.0
2023-02-10,Mocha,Uptown,3,15.0
2023-02-10,Espresso,Suburb,3,9.0
2023-02-10,Mocha,Downtown,4,20.0
2023-02-10,Latte,Suburb,5,22.5
2023-02-10,Americano,Suburb,1,3.5
2023-02-10,Mocha,Downtown,5,25.0
2023-02-10,Latte,Suburb,4,18.0
2023-02-10,Americano,Uptown,4,14.0
2023-02-10,Latte,Downtown,2,9.0
2023-02-10,Cappuccino,Uptown,4,16.0
2023-02-10,Americano,Uptown,2,7.0
2023-02-10,Espresso,Suburb,2,6.0
2023-02-10,Latte,Uptown,3,13.5
2023-02-10,Cappuccino,Uptown,1,4.0
2023-02-10,Latte,Uptown,3,13.5
2023-02-10,Cappuccino,Downtown,5,20.0
2023-02-10,Cappuccino,Uptown,1,4.0
2023-02-10,Cappuccino,Suburb,4,16.0
2023-02-10,Mocha,Uptown,4,20.0
2023-02-10,Mocha,Uptown,1,5.0
2023-02-10,Latte,Suburb,2,9.0
2023-02-10,Espresso,Downtown,3,9.0
2023-02-10,Americano,Downtown,1,3.5
2023-02-10,Latte,Suburb,2,9.0
2023-02-10,Cappuccino,Suburb,3,12.0
2023-02-10,Espresso,Downtown,1,3.0
2023-02-10,Mocha,Suburb,5,25.0
2023-02-10,Espresso,Downtown,1,3.0
2023-02-10,Latte,Uptown,3,13.5
2023-02-11,Americano,Suburb,5,17.5
2023-02-11,Espresso,Uptown,2,6.0
2023-02-11,Espresso,Uptown,3,9.0
2023-02-11,Cappuccino,Downtown,4,16.0
2023-02-11,Latte,Downtown,2,9.0
2023-02-11,Cappuccino,Downtown,1,4.0
2023-02-11,Americano,Suburb,2,7.0
2023-02-11,Latte,Uptown,1,4.5
2023-02-11,Mocha,Suburb,3,15.0
2023-02-11,Americano,Suburb,1,3.5
2023-02-11,Americano,Downtown,1,3.5
2023-02-11,Latte,Downtown,1,4.5
2023-02-11,Mocha,Uptown,4,20.0
2023-02-11,Latte,Suburb,3,13.5
2023-02-11,Mocha,Suburb,2,10.0
2023-02-11,Cappuccino,Suburb,1,4.0
2023-02-11,Espresso,Uptown,1,3.0
2023-02-11,Americano,Uptown,5,17.5
2023-02-11,Americano,Suburb,2,7.0
2023-02-11,Mocha,Downtown,5,25.0
2023-02-11,Americano,Downtown,3,10.5
2023-02-11,Latte,Downtown,4,18.0
2023-02-11,Cappuccino,Suburb,2,8.0
2023-02-11,Espresso,Suburb,2,6.0
2023-02-11,Espresso,Suburb,4,12.0
2023-02-11,Espresso,Downtown,1,3.0
2023-02-11,Americano,Uptown,2,7.0
2023-02-11,Mocha,Uptown,2,10.0
2023-02-11,Latte,Downtown,1,4.5
2023-02-11,Latte,Suburb,4,18.0
2023-02-11,Cappuccino,Downtown,5,20.0
2023-02-11,Latte,Suburb,1,4.5
2023-02-11,Espresso,Suburb,2,6.0
2023-02-11,Mocha,Uptown,3,15.0
2023-02-12,Latte,Downtown,2,9.0
2023-02-12,Latte,Uptown,3,13.5
2023-02-12,Espresso,Uptown,1,3.0
2023-02-12,Latte,Downtown,1,4.5
2023-02-12,Cappuccino,Suburb,2,8.0
2023-02-12,Espresso,Uptown,4,12.0
2023-02-12,Americano,Uptown,1,3.5
2023-02-12,Espresso,Uptown,2,6.0
2023-02-12,Latte,Uptown,4,18.0
2023-02-12,Mocha,Uptown,4,20.0
2023-02-12,Mocha,Uptown,2,10.0
2023-02-12,Latte,Downtown,1,4.5
2023-02-12,Cappuccino,Downtown,4,16.0
2023-02-12,Americano,Uptown,5,17.5
2023-02-12,Mocha,Downtown,5,25.0
2023-02-12,Mocha,Uptown,5,25.0
2023-02-12,Latte,Suburb,2,9.0
2023-02-12,Mocha,Uptown,1,5.0
2023-02-12,Mocha,Uptown,1,5.0
2023-02-12,Latte,Uptown,3,13.5
2023-02-12,Latte,Suburb,5,22.5
2023-02-12,Americano,Suburb,5,17.5
2023-02-12,Cappuccino,Suburb,3,12.0
2023-02-12,Americano,Suburb,5,17.5
2023-02-12,Latte,Uptown,2,9.0
2023-02-12,Mocha,Uptown,4,20.0
2023-02-12,Cappuccino,Suburb,5,20.0
2023-02-12,Latte,Downtown,2,9.0
2023-02-12,Americano,Uptown,4,14.0
2023-02-12,Cappuccino,Downtown,4,16.0
2023-02-12,Espresso,Downtown,3,9.0
2023-02-12,Espresso,Downtown,5,15.0
2023-02-12,Cappuccino,Suburb,4,16.0
2023-02-12,Mocha,Downtown,1,5.0
2023-02-13,Mocha,Suburb,4,20.0
2023-02-13,Latte,Uptown,4,18.0
2023-02-13,Espresso,Downtown,4,12.0
2023-02-13,Latte,Downtown,4,18.0
2023-02-13,Mocha,Downtown,5,25.0
2023-02-13,Americano,Downtown,1,3.5
2023-02-13,Americano,Suburb,3,10.5
2023-02-13,Americano,Suburb,2,7.0
2023-02-13,Mocha,Uptown,3,15.0
2023-02-13,Latte,Downtown,4,18.0
2023-02-13,Espresso,Suburb,5,15.0
2023-02-13,Americano,Uptown,3,10.5
2023-02-13,Mocha,Downtown,1,5.0
2023-02-13,Cappuccino,Downtown,3,12.0
2023-02-13,Espresso,Suburb,3,9.0
2023-02-13,Americano,Suburb,3,10.5
2023-02-13,Latte,Downtown,2,9.0
2023-02-13,Mocha,Downtown,4,20.0
2023-02-13,Latte,Uptown,5,22.5
2023-02-13,Cappuccino,Downtown,1,4.0
2023-02-13,Mocha,Downtown,4,20.0
2023-02-13,Cappuccino,Suburb,3,12.0
2023-02-13,Latte,Uptown,1,4.5
2023-02-13,Americano,Downtown,4,14.0
2023-02-13,Mocha,Suburb,5,25.0
2023-02-13,Americano,Downtown,4,14.0
2023-02-13,Latte,Suburb,1,4.5
2023-02-13,Americano,Uptown,5,17.5
2023-02-13,Mocha,Suburb,2,10.0
2023-02-13,Americano,Downtown,2,7.0
2023-02-13,Latte,Uptown,5,22.5
2023-02-13,Americano,Uptown,5,17.5
2023-02-13,Mocha,Uptown,5,25.0
2023-02-13,Cappuccino,Uptown,4,16.0
2023-02-14,Espresso,Uptown,4,12.0
2023-02-14,Cappuccino,Downtown,4,16.0
2023-02-14,Americano,Suburb,5,17.5
2023-02-14,Espresso,Suburb,5,15.0
2023-02-14,Espresso,Suburb,5,15.0
2023-02-14,Cappuccino,Downtown,2,8.0
2023-02-14,Americano,Suburb,3,10.5
2023-02-14,Espresso,Suburb,2,6.0
2023-02-14,Cappuccino,Suburb,5,20.0
2023-02-14,Espresso,Suburb,1,3.0
2023-02-14,Espresso,Suburb,4,12.0
2023-02-14,Americano,Suburb,4,14.0
2023-02-14,Americano,Uptown,4,14.0
2023-02-14,Latte,Suburb,1,4.5
2023-02-14,Latte,Uptown,2,9.0
2023-02-14,Latte,Suburb,1,4.5
2023-02-14,Cappuccino,Uptown,2,8.0
2023-02-14,Espresso,Suburb,3,9.0
2023-02-14,Cappuccino,Downtown,3,12.0
2023-02-14,Cappuccino,Suburb,1,4.0
2023-02-14,Espresso,Uptown,1,3.0
2023-02-14,Americano,Suburb,5,17.5
2023-02-14,Cappuccino,Suburb,5,20.0
2023-02-14,Mocha,Downtown,5,25.0
2023-02-14,Espresso,Suburb,1,3.0
2023-02-14,Mocha,Uptown,4,20.0
2023-02-14,Espresso,Suburb,1,3.0
2023-02-14,Latte,Suburb,3,13.5
2023-02-14,Cappuccino,Suburb,4,16.0
2023-02-14,Cappuccino,Suburb,3,12.0
2023-02-14,Americano,Suburb,5,17.5
2023-02-14,Cappuccino,Suburb,2,8.0
2023-02-14,Espresso,Uptown,2,6.0
2023-02-14,Latte,Downtown,2,9.0
2023-02-14,Americano,Downtown,4,14.0
2023-02-14,Latte,Uptown,3,13.5
2023-02-14,Americano,Uptown,2,7.0
2023-02-14,Cappuccino,Suburb,3,12.0
2023-02-14,Latte,Uptown,4,18.0
2023-02-14,Cappuccino,Downtown,2,8.0
2023-02-14,Espresso,Suburb,1,3.0
2023-02-14,Americano,Suburb,3,10.5
2023-02-14,Mocha,Suburb,5,25.0
2023-02-14,Espresso,Downtown,3,9.0
2023-02-14,Americano,Downtown,2,7.0
2023-02-14,Americano,Downtown,5,17.5
2023-02-14,Cappuccino,Uptown,5,20.0
2023-02-14,Americano,Uptown,1,3.5
2023-02-14,Espresso,Downtown,2,6.0
2023-02-14,Espresso,Uptown,3,9.0
2023-02-15,Cappuccino,Suburb,5,20.0
2023-02-15,Mocha,Suburb,1,5.0
2023-02-15,Latte,Suburb,3,13.5
2023-02-15,Mocha,Downtown,5,25.0
2023-02-15,Americano,Downtown,1,3.5
2023-02-15,Espresso,Uptown,1,3.0
2023-02-15,Mocha,Uptown,5,25.0
2023-02-15,Espresso,Downtown,5,15.0
2023-02-15,Espresso,Suburb,5,15.0
2023-02-15,Mocha,Uptown,1,5.0
2023-02-15,Espresso,Suburb,2,6.0
2023-02-15,Espresso,Suburb,1,3.0
2023-02-15,Latte,Downtown,5,22.5
2023-02-15,Americano,Downtown,1,3.5
2023-02-15,Cappuccino,Suburb,2,8.0
2023-02-15,Mocha,Downtown,2,10.0
2023-02-15,Americano,Suburb,4,14.0
2023-02-15,Latte,Suburb,2,9.0
2023-02-15,Latte,Uptown,3,13.5
2023-02-15,Latte,Downtown,1,4.5
2023-02-15,Latte,Downtown,3,13.5
2023-02-15,Americano,Downtown,5,17.5
2023-02-15,Cappuccino,Uptown,4,16.0
2023-02-15,Mocha,Uptown,4,20.0
2023-02-15,Mocha,Uptown,1,5.0
2023-02-15,Mocha,Suburb,1,5.0
2023-02-15,Americano,Downtown,5,17.5
2023-02-15,Latte,Suburb,5,22.5
2023-02-15,Latte,Suburb,1,4.5
2023-02-16,Americano,Downtown,3,10.5
2023-02-16,Espresso,Suburb,1,3.0
2023-02-16,Espresso,Uptown,4,12.0
2023-02-16,Mocha,Suburb,1,5.0
2023-02-16,Mocha,Downtown,5,25.0
2023-02-16,Cappuccino,Downtown,4,16.0
2023-02-16,Americano,Uptown,2,7.0
2023-02-16,Espresso,Suburb,3,9.0
2023-02-16,Latte,Suburb,5,22.5
2023-02-16,Cappuccino,Downtown,1,4.0
2023-02-16,Latte,Suburb,5,22.5
2023-02-16,Mocha,Suburb,5,25.0
2023-02-16,Latte,Uptown,2,9.0
2023-02-16,Espresso,Downtown,4,12.0
2023-02-16,Americano,Downtown,2,7.0
2023-02-16,Cappuccino,Downtown,5,20.0
2023-02-16,Espresso,Downtown,1,3.0
2023-02-16,Cappuccino,Suburb,5,20.0
2023-02-16,Latte,Suburb,4,18.0
2023-02-16,Americano,Downtown,3,10.5
2023-02-16,Latte,Uptown,1,4.5
2023-02-16,Cappuccino,Suburb,5,20.0
2023-02-16,Mocha,Uptown,3,15.0
2023-02-16,Cappuccino,Suburb,2,8.0
2023-02-16,Latte,Uptown,5,22.5
2023-02-16,Latte,Downtown,3,13.5
2023-02-16,Mocha,Uptown,3,15.0
2023-02-16,Americano,Suburb,3,10.5
2023-02-16,Americano,Downtown,5,17.5
2023-02-16,Americano,Uptown,3,10.5
2023-02-16,Mocha,Downtown,1,5.0
2023-02-17,Cappuccino,Downtown,4,16.0
2023-02-17,Espresso,Uptown,2,6.0
2023-02-17,Espresso,Uptown,4,12.0
2023-02-17,Mocha,Uptown,3,15.0
2023-02-17,Mocha,Suburb,1,5.0
2023-02-17,Cappuccino,Suburb,5,20.0
2023-02-17,Latte,Uptown,2,9.0
2023-02-17,Americano,Downtown,3,10.5
2023-02-17,Latte,Suburb,1,4.5
2023-02-17,Latte,Suburb,1,4.5
2023-02-17,Americano,Suburb,4,14.0
2023-02-17,Americano,Downtown,1,3.5
2023-02-17,Americano,Uptown,5,17.5
2023-02-17,Americano,Uptown,2,7.0
2023-02-17,Espresso,Uptown,2,6.0
2023-02-17,Americano,Suburb,3,10.5
2023-02-17,Cappuccino,Uptown,5,20.0
2023-02-17,Americano,Downtown,4,14.0
2023-02-17,Espresso,Suburb,1,3.0
2023-02-17,Cappuccino,Suburb,2,8.0
2023-02-17,Americano,Downtown,4,14.0
2023-02-17,Cappuccino,Downtown,5,20.0
2023-02-17,Americano,Suburb,2,7.0
2023-02-17,Mocha,Uptown,1,5.0
2023-02-17,Cappuccino,Uptown,2,8.0
2023-02-17,Latte,Uptown,3,13.5
2023-02-17,Cappuccino,Downtown,2,8.0
2023-02-17,Americano,Uptown,4,14.0
2023-02-17,Mocha,Uptown,1,5.0
2023-02-17,Latte,Suburb,3,13.5
2023-02-18,Americano,Suburb,3,10.5
2023-02-18,Espresso,Suburb,5,15.0
2023-02-18,Americano,Downtown,4,14.0
2023-02-18,Mocha,Uptown,5,25.0
2023-02-18,Latte,Suburb,3,13.5
2023-02-18,Mocha,Downtown,5,25.0
2023-02-18,Mocha,Uptown,3,15.0
2023-02-18,Mocha,Uptown,5,25.0
2023-02-18,Latte,Suburb,2,9.0
2023-02-18,Mocha,Downtown,2,10.0
2023-02-18,Latte,Suburb,3,13.5
2023-02-18,Cappuccino,Downtown,2,8.0
2023-02-18,Cappuccino,Uptown,5,20.0
2023-02-18,Latte,Suburb,2,9.0
2023-02-18,Mocha,Uptown,1,5.0
2023-02-18,Mocha,Suburb,4,20.0
2023-02-18,Mocha,Downtown,5,25.0
2023-02-18,Cappuccino,Suburb,4,16.0
2023-02-18,Latte,Downtown,1,4.5
2023-02-18,Cappuccino,Suburb,5,20.0
2023-02-18,Cappuccino,Downtown,5,20.0
2023-02-18,Latte,Suburb,2,9.0
2023-02-18,Latte,Downtown,3,13.5
2023-02-19,Cappuccino,Suburb,4,16.0
2023-02-19,Americano,Suburb,1,3.5
2023-02-19,Espresso,Downtown,2,6.0
2023-02-19,Mocha,Suburb,4,20.0
2023-02-19,Mocha,Downtown,2,10.0
2023-02-19,Mocha,Suburb,2,10.0
2023-02-19,Americano,Downtown,5,17.5
2023-02-19,Americano,Uptown,2,7.0
2023-02-19,Espresso,Uptown,5,15.0
2023-02-19,Americano,Downtown,2,7.0
2023-02-19,Mocha,Uptown,2,10.0
2023-02-19,Latte,Downtown,2,9.0
2023-02-19,Americano,Suburb,4,14.0
2023-02-19,Cappuccino,Suburb,1,4.0
2023-02-19,Cappuccino,Uptown,5,20.0
2023-02-19,Americano,Downtown,5,17.5
2023-02-19,Americano,Downtown,1,3.5
2023-02-19,Mocha,Suburb,2,10.0
2023-02-19,Americano,Suburb,1,3.5
2023-02-19,Mocha,Suburb,4,20.0
2023-02-19,Espresso,Downtown,5,15.0
2023-02-19,Mocha,Downtown,4,20.0
2023-02-19,Mocha,Uptown,5,25.0
2023-02-19,Americano,Downtown,4,14.0
2023-02-19,Cappuccino,Uptown,4,16.0
2023-02-19,Cappuccino,Downtown,3,12.0
2023-02-19,Americano,Suburb,4,14.0
2023-02-19,Espresso,Downtown,1,3.0
2023-02-19,Latte,Suburb,5,22.5
2023-02-19,Latte,Suburb,1,4.5
2023-02-19,Mocha,Suburb,2,10.0
2023-02-19,Espresso,Uptown,3,9.0
2023-02-19,Latte,Downtown,4,18.0
2023-02-19,Americano,Uptown,3,10.5
2023-02-19,Americano,Uptown,5,17.5
2023-02-19,Espresso,Suburb,3,9.0
2023-02-19,Mocha,Downtown,4,20.0
2023-02-19,Americano,Suburb,4,14.0
2023-02-19,Cappuccino,Uptown,5,20.0
2023-02-19,Americano,Uptown,3,10.5
2023-02-19,Espresso,Suburb,3,9.0
2023-02-19,Mocha,Suburb,2,10.0
2023-02-19,Latte,Suburb,2,9.0
2023-02-19,Mocha,Suburb,2,10.0
2023-02-19,Latte,Downtown,5,22.5
2023-02-19,Mocha,Uptown,5,25.0
2023-02-19,Americano,Suburb,1,3.5
2023-02-19,Cappuccino,Uptown,1,4.0
2023-02-19,Latte,Downtown,4,18.0
2023-02-20,Americano,Uptown,1,3.5
2023-02-20,Latte,Uptown,2,9.0
2023-02-20,Espresso,Downtown,5,15.0
2023-02-20,Latte,Suburb,4,18.0
2023-02-20,Mocha,Suburb,5,25.0
2023-02-20,Espresso,Suburb,5,15.0
2023-02-20,Latte,Downtown,4,18.0
2023-02-20,Mocha,Downtown,2,10.0
2023-02-20,Americano,Uptown,2,7.0
2023-02-20,Latte,Suburb,5,22.5
2023-02-20,Americano,Suburb,2,7.0
2023-02-20,Americano,Downtown,1,3.5
2023-02-20,Espresso,Downtown,1,3.0
2023-02-20,Cappuccino,Downtown,3,12.0
2023-02-20,Mocha,Uptown,4,20.0
2023-02-20,Mocha,Suburb,2,10.0
2023-02-20,Americano,Downtown,1,3.5
2023-02-20,Latte,Suburb,3,13.5
2023-02-20,Americano,Suburb,3,10.5
2023-02-20,Espresso,Uptown,2,6.0
2023-02-20,Americano,Downtown,4,14.0
2023-02-20,Mocha,Suburb,1,5.0
2023-02-20,Espresso,Downtown,4,12.0
2023-02-20,Americano,Downtown,5,17.5
2023-02-20,Latte,Suburb,3,13.5
2023-02-20,Espresso,Downtown,5,15.0
2023-02-20,Espresso,Suburb,5,15.0
2023-02-20,Espresso,Suburb,4,12.0
2023-02-20,Mocha,Suburb,4,20.0
2023-02-20,Cappuccino,Uptown,4,16.0
2023-02-20,Mocha,Suburb,1,5.0
2023-02-20,Mocha,Downtown,3,15.0
2023-02-20,Latte,Uptown,2,9.0
2023-02-20,Cappuccino,Uptown,4,16.0
2023-02-20,Espresso,Suburb,5,15.0
2023-02-20,Latte,Suburb,3,13.5
2023-02-20,Cappuccino,Uptown,1,4.0
2023-02-20,Mocha,Suburb,3,15.0
2023-02-20,Latte,Suburb,2,9.0
2023-02-20,Mocha,Uptown,3,15.0
2023-02-20,Cappuccino,Suburb,3,12.0
2023-02-20,Cappuccino,Suburb,2,8.0
2023-02-20,Mocha,Suburb,2,10.0
2023-02-20,Cappuccino,Suburb,2,8.0
2023-02-20,Espresso,Downtown,2,6.0
2023-02-20,Cappuccino,Downtown,5,20.0
2023-02-20,Espresso,Downtown,1,3.0
2023-02-20,Latte,Downtown,4,18.0
2023-02-20,Americano,Downtown,5,17.5
2023-02-21,Latte,Uptown,3,13.5
2023-02-21,Americano,Uptown,4,14.0
2023-02-21,Americano,Uptown,4,14.0
2023-02-21,Cappuccino,Suburb,3,12.0
